game_id,var,value
NYN200105240,pitches,pitches
NYN200105240,temp,65
NYN200105240,winddir,fromcf
NYN200105240,windspeed,15
NYN200105240,fieldcond,unknown
NYN200105240,precip,unknown
NYN200105240,sky,sunny
NYN200105240,timeofgame,191
NYN200105240,attendance,22877
NYN200105240,wp,appik001
NYN200105240,lp,burna001
NYN200105240,save,
NYN200105240,hometeam_score,11
NYN200105240,awayteam_score,3
NYN200105250,visteam,FLO
NYN200105250,hometeam,NYN
NYN200105250,site,NYC17
NYN200105250,date,5/25/01
NYN200105250,number,0
NYN200105250,starttime,7:14PM
NYN200105250,daynight,night
NYN200105250,usedh,FALSE
NYN200105250,umphome,bonig901
NYN200105250,ump1b,froeb901
NYN200105250,ump2b,mealj901
NYN200105250,ump3b,cuzzp901
NYN200105250,howscored,park
NYN200105250,pitches,pitches
NYN200105250,temp,54
NYN200105250,winddir,fromcf
NYN200105250,windspeed,26
NYN200105250,fieldcond,unknown
NYN200105250,precip,drizzle
NYN200105250,sky,cloudy
NYN200105250,timeofgame,194
NYN200105250,attendance,40456
NYN200105250,wp,franj001
NYN200105250,lp,miced001
NYN200105250,save,
NYN200105250,hometeam_score,3
NYN200105250,awayteam_score,3
NYN200105260,visteam,FLO
NYN200105260,hometeam,NYN
NYN200105260,site,NYC17
NYN200105260,date,5/26/01
NYN200105260,number,0
NYN200105260,starttime,1:10PM
NYN200105260,daynight,day
NYN200105260,usedh,FALSE
NYN200105260,umphome,froeb901
NYN200105260,ump1b,mealj901
NYN200105260,ump2b,cuzzp901
NYN200105260,ump3b,bonig901
NYN200105260,howscored,park
NYN200105260,pitches,pitches
NYN200105260,temp,57
NYN200105260,winddir,ltor
NYN200105260,windspeed,5
NYN200105260,fieldcond,unknown
NYN200105260,precip,unknown
NYN200105260,sky,overcast
NYN200105260,timeofgame,197
NYN200105260,attendance,29839
NYN200105260,wp,dempr002
NYN200105260,lp,ruscg001
NYN200105260,save,
NYN200105260,hometeam_score,3
NYN200105260,awayteam_score,7
NYN200105270,visteam,FLO
NYN200105270,hometeam,NYN
NYN200105270,site,NYC17
NYN200105270,date,5/27/01
NYN200105270,number,0
NYN200105270,starttime,1:11PM
NYN200105270,daynight,day
NYN200105270,usedh,FALSE
NYN200105270,umphome,mealj901
NYN200105270,ump1b,cuzzp901
NYN200105270,ump2b,bonig901
NYN200105270,ump3b,froeb901
NYN200105270,howscored,park
NYN200105270,pitches,pitches
NYN200105270,temp,67
NYN200105270,winddir,fromcf
NYN200105270,windspeed,5
NYN200105270,fieldcond,unknown
NYN200105270,precip,unknown
NYN200105270,sky,cloudy
NYN200105270,timeofgame,166
NYN200105270,attendance,41991
NYN200105270,wp,wendt001
NYN200105270,lp,miced001
NYN200105270,save,benia001
NYN200105270,hometeam_score,5
NYN200105270,awayteam_score,4
NYN200105280,visteam,PHI
NYN200105280,hometeam,NYN
NYN200105280,site,NYC17
NYN200105280,date,5/28/01
NYN200105280,number,0
NYN200105280,starttime,1:11PM
NYN200105280,daynight,day
NYN200105280,usedh,FALSE
NYN200105280,umphome,herna901
NYN200105280,ump1b,wendh902
NYN200105280,ump2b,vanvm901
NYN200105280,ump3b,marsr901
NYN200105280,howscored,park
NYN200105280,pitches,pitches
NYN200105280,temp,67
NYN200105280,winddir,tocf
NYN200105280,windspeed,6
NYN200105280,fieldcond,unknown
NYN200105280,precip,unknown
NYN200105280,sky,cloudy
NYN200105280,timeofgame,240
NYN200105280,attendance,33791
NYN200105280,wp,mesaj001
NYN200105280,lp,benia001
NYN200105280,save,cormr001
NYN200105280,hometeam_score,3
NYN200105280,awayteam_score,5
NYN200105290,visteam,PHI
NYN200105290,hometeam,NYN
NYN200105290,site,NYC17
NYN200105290,date,5/29/01
NYN200105290,number,0
NYN200105290,starttime,7:14PM
NYN200105290,daynight,night
NYN200105290,usedh,FALSE
NYN200105290,umphome,wendh902
NYN200105290,ump1b,vanvm901
NYN200105290,ump2b,marsr901
NYN200105290,ump3b,herna901
NYN200105290,howscored,park
NYN200105290,pitches,pitches
NYN200105290,temp,65
NYN200105290,winddir,tocf
NYN200105290,windspeed,2
NYN200105290,fieldcond,unknown
NYN200105290,precip,unknown
NYN200105290,sky,cloudy
NYN200105290,timeofgame,185
NYN200105290,attendance,26579
NYN200105290,wp,gomew001
NYN200105290,lp,cookd001
NYN200105290,save,
NYN200105290,hometeam_score,3
NYN200105290,awayteam_score,7
NYN200105300,visteam,PHI
NYN200105300,hometeam,NYN
NYN200105300,site,NYC17
NYN200105300,date,5/30/01
NYN200105300,number,0
NYN200105300,starttime,1:13PM
NYN200105300,daynight,day
NYN200105300,usedh,FALSE
NYN200105300,umphome,vanvm901
NYN200105300,ump1b,marsr901
NYN200105300,ump2b,herna901
NYN200105300,ump3b,wendh902
NYN200105300,howscored,park
NYN200105300,pitches,pitches
NYN200105300,temp,61
NYN200105300,winddir,rtol
NYN200105300,windspeed,11
NYN200105300,fieldcond,unknown
NYN200105300,precip,unknown
NYN200105300,sky,cloudy
NYN200105300,timeofgame,185
NYN200105300,attendance,24077
NYN200105300,wp,padiv001
NYN200105300,lp,franj001
NYN200105300,save,mesaj001
NYN200105300,hometeam_score,3
NYN200105300,awayteam_score,6
NYN200106150,visteam,NYA
NYN200106150,hometeam,NYN
NYN200106150,site,NYC17
NYN200106150,date,6/15/01
NYN200106150,number,0
NYN200106150,starttime,7:13PM
NYN200106150,daynight,night
NYN200106150,usedh,FALSE
NYN200106150,umphome,demud901
NYN200106150,ump1b,wegnm901
NYN200106150,ump2b,diazl901
NYN200106150,ump3b,reedr901
NYN200106150,howscored,park
NYN200106150,pitches,pitches
NYN200106150,temp,78
NYN200106150,winddir,rtol
NYN200106150,windspeed,10
NYN200106150,fieldcond,unknown
NYN200106150,precip,unknown
NYN200106150,sky,sunny
NYN200106150,timeofgame,192
NYN200106150,attendance,54110
NYN200106150,wp,mendr001
NYN200106150,lp,leita001
NYN200106150,save,rivem002
NYN200106150,hometeam_score,4
NYN200106150,awayteam_score,5
NYN200106160,visteam,NYA
NYN200106160,hometeam,NYN
NYN200106160,site,NYC17
NYN200106160,date,6/16/01
NYN200106160,number,0
NYN200106160,starttime,1:27PM
NYN200106160,daynight,day
NYN200106160,usedh,FALSE
NYN200106160,umphome,wegnm901
NYN200106160,ump1b,diazl901
NYN200106160,ump2b,reedr901
NYN200106160,ump3b,demud901
NYN200106160,howscored,park
NYN200106160,pitches,pitches
NYN200106160,temp,74
NYN200106160,winddir,ltor
NYN200106160,windspeed,5
NYN200106160,fieldcond,unknown
NYN200106160,precip,unknown
NYN200106160,sky,overcast
NYN200106160,timeofgame,195
NYN200106160,attendance,54195
NYN200106160,wp,mussm001
NYN200106160,lp,appik001
NYN200106160,save,rivem002
NYN200106160,hometeam_score,1
NYN200106160,awayteam_score,2
NYN200106170,visteam,NYA
NYN200106170,hometeam,NYN
NYN200106170,site,NYC17
NYN200106170,date,6/17/01
NYN200106170,number,0
NYN200106170,starttime,8:09PM
NYN200106170,daynight,night
NYN200106170,usedh,FALSE
NYN200106170,umphome,diazl901
NYN200106170,ump1b,reedr901
NYN200106170,ump2b,demud901
NYN200106170,ump3b,wegnm901
NYN200106170,howscored,park
NYN200106170,pitches,pitches
NYN200106170,temp,77
NYN200106170,winddir,fromlf
NYN200106170,windspeed,7
NYN200106170,fieldcond,unknown
NYN200106170,precip,unknown
NYN200106170,sky,sunny
NYN200106170,timeofgame,234
NYN200106170,attendance,54399
NYN200106170,wp,wendt001
NYN200106170,lp,almac001
NYN200106170,save,benia001
NYN200106170,hometeam_score,8
NYN200106170,awayteam_score,7
NYN200106180,visteam,MON
NYN200106180,hometeam,NYN
NYN200106180,site,NYC17
NYN200106180,date,6/18/01
NYN200106180,number,0
NYN200106180,starttime,7:11PM
NYN200106180,daynight,night
NYN200106180,usedh,FALSE
NYN200106180,umphome,eddid901
NYN200106180,ump1b,coope901
NYN200106180,ump2b,gormb901
NYN200106180,ump3b,guccc901
NYN200106180,howscored,park
NYN200106180,pitches,pitches
NYN200106180,temp,81
NYN200106180,winddir,tolf
NYN200106180,windspeed,10
NYN200106180,fieldcond,unknown
NYN200106180,precip,unknown
NYN200106180,sky,sunny
NYN200106180,timeofgame,179
NYN200106180,attendance,32569
NYN200106180,wp,wendt001
NYN200106180,lp,yoshm001
NYN200106180,save,benia001
NYN200106180,hometeam_score,2
NYN200106180,awayteam_score,1
NYN200106190,visteam,MON
NYN200106190,hometeam,NYN
NYN200106190,site,NYC17
NYN200106190,date,6/19/01
NYN200106190,number,0
NYN200106190,starttime,7:12PM
NYN200106190,daynight,night
NYN200106190,usedh,FALSE
NYN200106190,umphome,coope901
NYN200106190,ump1b,gormb901
NYN200106190,ump2b,guccc901
NYN200106190,ump3b,eddid901
NYN200106190,howscored,park
NYN200106190,pitches,pitches
NYN200106190,temp,83
NYN200106190,winddir,ltor
NYN200106190,windspeed,9
NYN200106190,fieldcond,unknown
NYN200106190,precip,unknown
NYN200106190,sky,sunny
NYN200106190,timeofgame,150
NYN200106190,attendance,27578
NYN200106190,wp,whitr002
NYN200106190,lp,motag001
NYN200106190,save,franj001
NYN200106190,hometeam_score,4
NYN200106190,awayteam_score,1
NYN200106200,visteam,MON
NYN200106200,hometeam,NYN
NYN200106200,site,NYC17
NYN200106200,date,6/20/01
NYN200106200,number,0
NYN200106200,starttime,7:12PM
NYN200106200,daynight,night
NYN200106200,usedh,FALSE
NYN200106200,umphome,gormb901
NYN200106200,ump1b,guccc901
NYN200106200,ump2b,eddid901
NYN200106200,ump3b,coope901
NYN200106200,howscored,park
NYN200106200,pitches,pitches
NYN200106200,temp,84
NYN200106200,winddir,rtol
NYN200106200,windspeed,5
NYN200106200,fieldcond,unknown
NYN200106200,precip,unknown
NYN200106200,sky,overcast
NYN200106200,timeofgame,165
NYN200106200,attendance,28617
NYN200106200,wp,leita001
NYN200106200,lp,vazqj001
NYN200106200,save,benia001
NYN200106200,hometeam_score,4
NYN200106200,awayteam_score,3
NYN200106210,visteam,MON
NYN200106210,hometeam,NYN
NYN200106210,site,NYC17
NYN200106210,date,6/21/01
NYN200106210,number,0
NYN200106210,starttime,7:12PM
NYN200106210,daynight,night
NYN200106210,usedh,FALSE
NYN200106210,umphome,guccc901
NYN200106210,ump1b,eddid901
NYN200106210,ump2b,coope901
NYN200106210,ump3b,gormb901
NYN200106210,howscored,park
NYN200106210,pitches,pitches
NYN200106210,temp,68
NYN200106210,winddir,fromcf
NYN200106210,windspeed,7
NYN200106210,fieldcond,unknown
NYN200106210,precip,unknown
NYN200106210,sky,overcast
NYN200106210,timeofgame,185
NYN200106210,attendance,32668
NYN200106210,wp,blanm001
NYN200106210,lp,appik001
NYN200106210,save,
NYN200106210,hometeam_score,3
NYN200106210,awayteam_score,10
NYN200106220,visteam,ATL
NYN200106220,hometeam,NYN
NYN200106220,site,NYC17
NYN200106220,date,6/22/01
NYN200106220,number,0
NYN200106220,starttime,7:11PM
NYN200106220,daynight,night
NYN200106220,usedh,FALSE
NYN200106220,umphome,bellw901
NYN200106220,ump1b,fostm901
NYN200106220,ump2b,kulpr901
NYN200106220,ump3b,hirsm901
NYN200106220,howscored,park
NYN200106220,pitches,pitches
NYN200106220,temp,78
NYN200106220,winddir,fromlf
NYN200106220,windspeed,12
NYN200106220,fieldcond,unknown
NYN200106220,precip,unknown
NYN200106220,sky,cloudy
NYN200106220,timeofgame,177
NYN200106220,attendance,40129
NYN200106220,wp,pereo001
NYN200106220,lp,reedr002
NYN200106220,save,
NYN200106220,hometeam_score,1
NYN200106220,awayteam_score,10
NYN200106230,visteam,ATL
NYN200106230,hometeam,NYN
NYN200106230,site,NYC17
NYN200106230,date,6/23/01
NYN200106230,number,0
NYN200106230,starttime,1:26PM
NYN200106230,daynight,day
NYN200106230,usedh,FALSE
NYN200106230,umphome,fostm901
NYN200106230,ump1b,kulpr901
NYN200106230,ump2b,hirsm901
NYN200106230,ump3b,bellw901
NYN200106230,howscored,park
NYN200106230,pitches,pitches
NYN200106230,temp,75
NYN200106230,winddir,rtol
NYN200106230,windspeed,7
NYN200106230,fieldcond,unknown
NYN200106230,precip,unknown
NYN200106230,sky,overcast
NYN200106230,timeofgame,235
NYN200106230,attendance,42736
NYN200106230,wp,reeds001
NYN200106230,lp,whitr002
NYN200106230,save,
NYN200106230,hometeam_score,3
NYN200106230,awayteam_score,9
NYN200106240,visteam,ATL
NYN200106240,hometeam,NYN
NYN200106240,site,NYC17
NYN200106240,date,6/24/01
NYN200106240,number,0
NYN200106240,starttime,1:13PM
NYN200106240,daynight,day
NYN200106240,usedh,FALSE
NYN200106240,umphome,kulpr901
NYN200106240,ump1b,hirsm901
NYN200106240,ump2b,bellw901
NYN200106240,ump3b,fostm901
NYN200106240,howscored,park
NYN200106240,pitches,pitches
NYN200106240,temp,70
NYN200106240,winddir,ltor
NYN200106240,windspeed,5
NYN200106240,fieldcond,unknown
NYN200106240,precip,unknown
NYN200106240,sky,cloudy
NYN200106240,timeofgame,195
NYN200106240,attendance,47181
NYN200106240,wp,marqj001
NYN200106240,lp,tracs001
NYN200106240,save,
NYN200106240,hometeam_score,4
NYN200106240,awayteam_score,8
NYN200107030,visteam,CHN
NYN200107030,hometeam,NYN
NYN200107030,site,NYC17
NYN200107030,date,7/3/01
NYN200107030,number,0
NYN200107030,starttime,7:11PM
NYN200107030,daynight,night
NYN200107030,usedh,FALSE
NYN200107030,umphome,cousd901
NYN200107030,ump1b,nelsj901
NYN200107030,ump2b,fichm901
NYN200107030,ump3b,brinj901
NYN200107030,howscored,park
NYN200107030,pitches,pitches
NYN200107030,temp,71
NYN200107030,winddir,ltor
NYN200107030,windspeed,7
NYN200107030,fieldcond,unknown
NYN200107030,precip,unknown
NYN200107030,sky,sunny
NYN200107030,timeofgame,177
NYN200107030,attendance,52471
NYN200107030,wp,woodk002
NYN200107030,lp,reedr002
NYN200107030,save,gordt001
NYN200107030,hometeam_score,0
NYN200107030,awayteam_score,3
NYN200107040,visteam,CHN
NYN200107040,hometeam,NYN
NYN200107040,site,NYC17
NYN200107040,date,7/4/01
NYN200107040,number,0
NYN200107040,starttime,1:11PM
NYN200107040,daynight,day
NYN200107040,usedh,FALSE
NYN200107040,umphome,nelsj901
NYN200107040,ump1b,fichm901
NYN200107040,ump2b,brinj901
NYN200107040,ump3b,cousd901
NYN200107040,howscored,park
NYN200107040,pitches,pitches
NYN200107040,temp,71
NYN200107040,winddir,tolf
NYN200107040,windspeed,5
NYN200107040,fieldcond,unknown
NYN200107040,precip,unknown
NYN200107040,sky,overcast
NYN200107040,timeofgame,142
NYN200107040,attendance,37936
NYN200107040,wp,ruscg001
NYN200107040,lp,tapak001
NYN200107040,save,benia001
NYN200107040,hometeam_score,2
NYN200107040,awayteam_score,1
NYN200107050,visteam,CHN
NYN200107050,hometeam,NYN
NYN200107050,site,NYC17
NYN200107050,date,7/5/01
NYN200107050,number,0
NYN200107050,starttime,7:10PM
NYN200107050,daynight,night
NYN200107050,usedh,FALSE
NYN200107050,umphome,fichm901
NYN200107050,ump1b,brinj901
NYN200107050,ump2b,cousd901
NYN200107050,ump3b,nelsj901
NYN200107050,howscored,park
NYN200107050,pitches,pitches
NYN200107050,temp,78
NYN200107050,winddir,rtol
NYN200107050,windspeed,7
NYN200107050,fieldcond,unknown
NYN200107050,precip,unknown
NYN200107050,sky,cloudy
NYN200107050,timeofgame,190
NYN200107050,attendance,30737
NYN200107050,wp,berej002
NYN200107050,lp,tracs001
NYN200107050,save,
NYN200107050,hometeam_score,4
NYN200107050,awayteam_score,13
NYN200107120,visteam,BOS
NYN200107120,hometeam,NYN
NYN200107120,site,NYC17
NYN200107120,date,7/12/01
NYN200107120,number,0
NYN200107120,starttime,7:12PM
NYN200107120,daynight,night
NYN200107120,usedh,FALSE
NYN200107120,umphome,marsr901
NYN200107120,ump1b,wendh902
NYN200107120,ump2b,wolfj901
NYN200107120,ump3b,herna901
NYN200107120,howscored,park
NYN200107120,pitches,pitches
NYN200107120,temp,76
NYN200107120,winddir,tolf
NYN200107120,windspeed,3
NYN200107120,fieldcond,unknown
NYN200107120,precip,unknown
NYN200107120,sky,sunny
NYN200107120,timeofgame,166
NYN200107120,attendance,37698
NYN200107120,wp,leita001
NYN200107120,lp,waket001
NYN200107120,save,benia001
NYN200107120,hometeam_score,4
NYN200107120,awayteam_score,2
NYN200107130,visteam,BOS
NYN200107130,hometeam,NYN
NYN200107130,site,NYC17
NYN200107130,date,7/13/01
NYN200107130,number,0
NYN200107130,starttime,7:12PM
NYN200107130,daynight,night
NYN200107130,usedh,FALSE
NYN200107130,umphome,wendh902
NYN200107130,ump1b,wolfj901
NYN200107130,ump2b,herna901
NYN200107130,ump3b,marsr901
NYN200107130,howscored,park
NYN200107130,pitches,pitches
NYN200107130,temp,75
NYN200107130,winddir,tolf
NYN200107130,windspeed,6
NYN200107130,fieldcond,unknown
NYN200107130,precip,unknown
NYN200107130,sky,sunny
NYN200107130,timeofgame,171
NYN200107130,attendance,42219
NYN200107130,wp,coned001
NYN200107130,lp,appik001
NYN200107130,save,lowed001
NYN200107130,hometeam_score,0
NYN200107130,awayteam_score,3
NYN200107140,visteam,BOS
NYN200107140,hometeam,NYN
NYN200107140,site,NYC17
NYN200107140,date,7/14/01
NYN200107140,number,0
NYN200107140,starttime,1:26PM
NYN200107140,daynight,day
NYN200107140,usedh,FALSE
NYN200107140,umphome,wolfj901
NYN200107140,ump1b,herna901
NYN200107140,ump2b,marsr901
NYN200107140,ump3b,wendh902
NYN200107140,howscored,park
NYN200107140,pitches,pitches
NYN200107140,temp,71
NYN200107140,winddir,ltor
NYN200107140,windspeed,5
NYN200107140,fieldcond,unknown
NYN200107140,precip,unknown
NYN200107140,sky,sunny
NYN200107140,timeofgame,138
NYN200107140,attendance,52006
NYN200107140,wp,ruscg001
NYN200107140,lp,arror001
NYN200107140,save,benia001
NYN200107140,hometeam_score,2
NYN200107140,awayteam_score,0
NYN200107150,visteam,TOR
NYN200107150,hometeam,NYN
NYN200107150,site,NYC17
NYN200107150,date,7/15/01
NYN200107150,number,0
NYN200107150,starttime,1:11PM
NYN200107150,daynight,day
NYN200107150,usedh,FALSE
NYN200107150,umphome,herna901
NYN200107150,ump1b,marsr901
NYN200107150,ump2b,wendh902
NYN200107150,ump3b,wolfj901
NYN200107150,howscored,park
NYN200107150,pitches,pitches
NYN200107150,temp,76
NYN200107150,winddir,ltor
NYN200107150,windspeed,10
NYN200107150,fieldcond,unknown
NYN200107150,precip,unknown
NYN200107150,sky,sunny
NYN200107150,timeofgame,171
NYN200107150,attendance,32138
NYN200107150,wp,reedr002
NYN200107150,lp,michc001
NYN200107150,save,
NYN200107150,hometeam_score,6
NYN200107150,awayteam_score,2
NYN200107160,visteam,TOR
NYN200107160,hometeam,NYN
NYN200107160,site,NYC17
NYN200107160,date,7/16/01
NYN200107160,number,0
NYN200107160,starttime,7:10PM
NYN200107160,daynight,night
NYN200107160,usedh,FALSE
NYN200107160,umphome,crawj901
NYN200107160,ump1b,gormb901
NYN200107160,ump2b,eddid901
NYN200107160,ump3b,coope901
NYN200107160,howscored,park
NYN200107160,pitches,pitches
NYN200107160,temp,82
NYN200107160,winddir,rtol
NYN200107160,windspeed,7
NYN200107160,fieldcond,unknown
NYN200107160,precip,unknown
NYN200107160,sky,sunny
NYN200107160,timeofgame,174
NYN200107160,attendance,34203
NYN200107160,wp,tracs001
NYN200107160,lp,hallr001
NYN200107160,save,benia001
NYN200107160,hometeam_score,3
NYN200107160,awayteam_score,0
NYN200107170,visteam,TOR
NYN200107170,hometeam,NYN
NYN200107170,site,NYC17
NYN200107170,date,7/17/01
NYN200107170,number,0
NYN200107170,starttime,7:24PM
NYN200107170,daynight,night
NYN200107170,usedh,FALSE
NYN200107170,umphome,gormb901
NYN200107170,ump1b,eddid901
NYN200107170,ump2b,coope901
NYN200107170,ump3b,crawj901
NYN200107170,howscored,park
NYN200107170,pitches,pitches
NYN200107170,temp,71
NYN200107170,winddir,rtol
NYN200107170,windspeed,9
NYN200107170,fieldcond,unknown
NYN200107170,precip,unknown
NYN200107170,sky,cloudy
NYN200107170,timeofgame,166
NYN200107170,attendance,26630
NYN200107170,wp,leita001
NYN200107170,lp,carpc002
NYN200107170,save,benia001
NYN200107170,hometeam_score,1
NYN200107170,awayteam_score,0
NYN200107180,visteam,FLO
NYN200107180,hometeam,NYN
NYN200107180,site,NYC17
NYN200107180,date,7/18/01
NYN200107180,number,0
NYN200107180,starttime,7:11PM
NYN200107180,daynight,night
NYN200107180,usedh,FALSE
NYN200107180,umphome,drakr901
NYN200107180,ump1b,relic901
NYN200107180,ump2b,gibsg901
NYN200107180,ump3b,danlk901
NYN200107180,howscored,park
NYN200107180,pitches,pitches
NYN200107180,temp,79
NYN200107180,winddir,rtol
NYN200107180,windspeed,14
NYN200107180,fieldcond,unknown
NYN200107180,precip,unknown
NYN200107180,sky,sunny
NYN200107180,timeofgame,243
NYN200107180,attendance,24545
NYN200107180,wp,wendt001
NYN200107180,lp,nunev001
NYN200107180,save,
NYN200107180,hometeam_score,3
NYN200107180,awayteam_score,3
NYN200107190,visteam,FLO
NYN200107190,hometeam,NYN
NYN200107190,site,NYC17
NYN200107190,date,7/19/01
NYN200107190,number,0
NYN200107190,starttime,12:10PM
NYN200107190,daynight,day
NYN200107190,usedh,FALSE
NYN200107190,umphome,relic901
NYN200107190,ump1b,gibsg901
NYN200107190,ump2b,danlk901
NYN200107190,ump3b,drakr901
NYN200107190,howscored,park
NYN200107190,pitches,pitches
NYN200107190,temp,70
NYN200107190,winddir,fromcf
NYN200107190,windspeed,10
NYN200107190,fieldcond,unknown
NYN200107190,precip,unknown
NYN200107190,sky,sunny
NYN200107190,timeofgame,172
NYN200107190,attendance,33129
NYN200107190,wp,dempr002
NYN200107190,lp,ruscg001
NYN200107190,save,
NYN200107190,hometeam_score,3
NYN200107190,awayteam_score,8
NYN200107260,visteam,PHI
NYN200107260,hometeam,NYN
NYN200107260,site,NYC17
NYN200107260,date,7/26/01
NYN200107260,number,0
NYN200107260,starttime,7:11PM
NYN200107260,daynight,night
NYN200107260,usedh,FALSE
NYN200107260,umphome,everm901
NYN200107260,ump1b,fichm901
NYN200107260,ump2b,shulj901
NYN200107260,ump3b,reynj901
NYN200107260,howscored,park
NYN200107260,pitches,pitches
NYN200107260,temp,85
NYN200107260,winddir,ltor
NYN200107260,windspeed,8
NYN200107260,fieldcond,unknown
NYN200107260,precip,unknown
NYN200107260,sky,overcast
NYN200107260,timeofgame,163
NYN200107260,attendance,38468
NYN200107260,wp,santj002
NYN200107260,lp,reedr002
NYN200107260,save,mesaj001
NYN200107260,hometeam_score,2
NYN200107260,awayteam_score,3
NYN200107270,visteam,PHI
NYN200107270,hometeam,NYN
NYN200107270,site,NYC17
NYN200107270,date,7/27/01
NYN200107270,number,0
NYN200107270,starttime,7:12PM
NYN200107270,daynight,night
NYN200107270,usedh,FALSE
NYN200107270,umphome,fichm901
NYN200107270,ump1b,shulj901
NYN200107270,ump2b,reynj901
NYN200107270,ump3b,everm901
NYN200107270,howscored,park
NYN200107270,pitches,pitches
NYN200107270,temp,75
NYN200107270,winddir,fromcf
NYN200107270,windspeed,5
NYN200107270,fieldcond,unknown
NYN200107270,precip,unknown
NYN200107270,sky,sunny
NYN200107270,timeofgame,167
NYN200107270,attendance,31263
NYN200107270,wp,tracs001
NYN200107270,lp,coggd001
NYN200107270,save,
NYN200107270,hometeam_score,6
NYN200107270,awayteam_score,1
NYN200107280,visteam,PHI
NYN200107280,hometeam,NYN
NYN200107280,site,NYC17
NYN200107280,date,7/28/01
NYN200107280,number,0
NYN200107280,starttime,1:26PM
NYN200107280,daynight,day
NYN200107280,usedh,FALSE
NYN200107280,umphome,shulj901
NYN200107280,ump1b,reynj901
NYN200107280,ump2b,everm901
NYN200107280,ump3b,fichm901
NYN200107280,howscored,park
NYN200107280,pitches,pitches
NYN200107280,temp,77
NYN200107280,winddir,torf
NYN200107280,windspeed,6
NYN200107280,fieldcond,unknown
NYN200107280,precip,unknown
NYN200107280,sky,cloudy
NYN200107280,timeofgame,177
NYN200107280,attendance,38972
NYN200107280,wp,benia001
NYN200107280,lp,wendt001
NYN200107280,save,
NYN200107280,hometeam_score,3
NYN200107280,awayteam_score,3
NYN200107290,visteam,PHI
NYN200107290,hometeam,NYN
NYN200107290,site,NYC17
NYN200107290,date,7/29/01
NYN200107290,number,0
NYN200107290,starttime,1:11PM
NYN200107290,daynight,day
NYN200107290,usedh,FALSE
NYN200107290,umphome,reynj901
NYN200107290,ump1b,everm901
NYN200107290,ump2b,fichm901
NYN200107290,ump3b,shulj901
NYN200107290,howscored,park
NYN200107290,pitches,pitches
NYN200107290,temp,73
NYN200107290,winddir,rtol
NYN200107290,windspeed,7
NYN200107290,fieldcond,unknown
NYN200107290,precip,unknown
NYN200107290,sky,cloudy
NYN200107290,timeofgame,172
NYN200107290,attendance,38536
NYN200107290,wp,benia001
NYN200107290,lp,cormr001
NYN200107290,save,
NYN200107290,hometeam_score,5
NYN200107290,awayteam_score,5
NYN200108070,visteam,MIL
NYN200108070,hometeam,NYN
NYN200108070,site,NYC17
NYN200108070,date,8/7/01
NYN200108070,number,0
NYN200108070,starttime,7:10PM
NYN200108070,daynight,night
NYN200108070,usedh,FALSE
NYN200108070,umphome,onorb901
NYN200108070,ump1b,meric901
NYN200108070,ump2b,welkb901
NYN200108070,ump3b,hirsj901
NYN200108070,howscored,park
NYN200108070,pitches,pitches
NYN200108070,temp,97
NYN200108070,winddir,rtol
NYN200108070,windspeed,10
NYN200108070,fieldcond,unknown
NYN200108070,precip,unknown
NYN200108070,sky,overcast
NYN200108070,timeofgame,144
NYN200108070,attendance,27240
NYN200108070,wp,chenb001
NYN200108070,lp,haynj001
NYN200108070,save,benia001
NYN200108070,hometeam_score,3
NYN200108070,awayteam_score,0
NYN200108080,visteam,MIL
NYN200108080,hometeam,NYN
NYN200108080,site,NYC17
NYN200108080,date,8/8/01
NYN200108080,number,0
NYN200108080,starttime,7:11PM
NYN200108080,daynight,night
NYN200108080,usedh,FALSE
NYN200108080,umphome,meric901
NYN200108080,ump1b,welkb901
NYN200108080,ump2b,hirsj901
NYN200108080,ump3b,onorb901
NYN200108080,howscored,park
NYN200108080,pitches,pitches
NYN200108080,temp,99
NYN200108080,winddir,rtol
NYN200108080,windspeed,2
NYN200108080,fieldcond,unknown
NYN200108080,precip,unknown
NYN200108080,sky,overcast
NYN200108080,timeofgame,177
NYN200108080,attendance,34619
NYN200108080,wp,tracs001
NYN200108080,lp,levra001
NYN200108080,save,benia001
NYN200108080,hometeam_score,5
NYN200108080,awayteam_score,2
NYN200108090,visteam,MIL
NYN200108090,hometeam,NYN
NYN200108090,site,NYC17
NYN200108090,date,8/9/01
NYN200108090,number,0
NYN200108090,starttime,12:12PM
NYN200108090,daynight,day
NYN200108090,usedh,FALSE
NYN200108090,umphome,welkb901
NYN200108090,ump1b,hirsj901
NYN200108090,ump2b,onorb901
NYN200108090,ump3b,meric901
NYN200108090,howscored,park
NYN200108090,pitches,pitches
NYN200108090,temp,98
NYN200108090,winddir,torf
NYN200108090,windspeed,6
NYN200108090,fieldcond,unknown
NYN200108090,precip,unknown
NYN200108090,sky,sunny
NYN200108090,timeofgame,172
NYN200108090,attendance,27989
NYN200108090,wp,leita001
NYN200108090,lp,dejem001
NYN200108090,save,whitr002
NYN200108090,hometeam_score,4
NYN200108090,awayteam_score,3
NYN200108100,visteam,SLN
NYN200108100,hometeam,NYN
NYN200108100,site,NYC17
NYN200108100,date,8/10/01
NYN200108100,number,0
NYN200108100,starttime,7:12PM
NYN200108100,daynight,night
NYN200108100,usedh,FALSE
NYN200108100,umphome,barrm901
NYN200108100,ump1b,froeb901
